oid,classALeRCE
sim_RRL_00827,RRL
sim_CEP_00794,CEP
sim_SNIbc_00249,SNIbc
sim_AGN_00924,AGN
sim_DSCT_00977,DSCT
sim_SNIa_00565,SNIa
sim_SNIa_00883,SNIa
sim_CEP_00881,CEP
sim_CV_Nova_00657,CV_Nova
sim_QSO_00672,QSO
sim_E_00182,E
sim_CV_Nova_00114,CV_Nova
sim_AGN_00737,AGN
sim_Blazar_00988,Blazar
sim_SNIbc_00244,SNIbc
sim_SNIbc_00959,SNIbc
sim_DSCT_00825,DSCT
sim_SNIbc_00397,SNIbc
sim_CV_Nova_00302,CV_Nova
sim_Blazar_00810,Blazar
sim_Periodic-Other_00548,Periodic-Other
sim_QSO_00937,QSO
sim_Periodic-Other_00931,Periodic-Other
sim_SNIbc_00099,SNIbc
sim_LPV_00680,LPV
sim_AGN_00739,AGN
sim_SNIa_00395,SNIa
sim_CV_Nova_00736,CV_Nova
sim_CV_Nova_00937,CV_Nova
sim_SNII_00548,SNII
sim_CV_Nova_00061,CV_Nova
sim_AGN_00184,AGN
sim_QSO_00669,QSO
sim_Periodic-Other_00712,Periodic-Other
sim_Blazar_00506,Blazar
sim_Blazar_00845,Blazar
sim_CV_Nova_00084,CV_Nova
sim_DSCT_00638,DSCT
sim_CEP_00280,CEP
sim_CEP_00531,CEP
sim_SLSN_00873,SLSN
sim_CV_Nova_00324,CV_Nova
sim_DSCT_00326,DSCT
sim_SNIbc_00923,SNIbc
sim_SNII_00799,SNII
sim_Blazar_00986,Blazar
sim_SNII_00380,SNII
sim_DSCT_00146,DSCT
sim_RRL_00345,RRL
sim_SLSN_00592,SLSN
sim_LPV_00861,LPV
sim_YSO_00836,YSO
sim_SNIa_00338,SNIa
sim_CEP_00616,CEP
sim_Periodic-Other_00242,Periodic-Other
sim_E_00609,E
sim_Blazar_00098,Blazar
sim_CV_Nova_00477,CV_Nova
sim_SNII_00233,SNII
sim_DSCT_00578,DSCT
sim_CEP_00788,CEP
sim_Periodic-Other_00022,Periodic-Other
sim_Periodic-Other_00231,Periodic-Other
sim_E_00078,E
sim_SNII_00346,SNII
sim_AGN_00227,AGN
sim_Periodic-Other_00584,Periodic-Other
sim_DSCT_00692,DSCT
sim_LPV_00636,LPV
sim_QSO_00355,QSO
sim_LPV_00215,LPV
sim_YSO_00543,YSO
sim_QSO_00744,QSO
sim_QSO_00012,QSO
sim_RRL_00037,RRL
sim_SLSN_00958,SLSN
sim_E_00206,E
sim_QSO_00917,QSO
sim_SNII_00411,SNII
sim_CEP_00594,CEP
sim_QSO_00462,QSO
sim_SNIa_00748,SNIa
sim_LPV_00856,LPV
sim_QSO_00189,QSO
sim_CV_Nova_00454,CV_Nova
sim_SNII_00532,SNII
sim_SLSN_00101,SLSN
sim_SNIa_00077,SNIa
sim_YSO_00643,YSO
sim_LPV_00649,LPV
sim_LPV_00274,LPV
sim_YSO_00563,YSO
sim_E_00796,E
sim_QSO_00587,QSO
sim_RRL_00074,RRL
sim_Blazar_00127,Blazar
sim_AGN_00260,AGN
sim_YSO_00292,YSO
sim_SNIa_00021,SNIa
sim_E_00174,E
sim_LPV_00947,LPV
sim_RRL_00474,RRL
sim_QSO_00942,QSO
sim_RRL_00210,RRL
sim_CV_Nova_00651,CV_Nova
sim_YSO_00496,YSO
sim_SNIbc_00395,SNIbc
sim_SNII_00764,SNII
sim_Blazar_00392,Blazar
sim_DSCT_00220,DSCT
sim_AGN_00550,AGN
sim_SNIbc_00758,SNIbc
sim_CEP_00256,CEP
sim_AGN_00108,AGN
sim_SLSN_00624,SLSN
sim_Blazar_00158,Blazar
sim_YSO_00146,YSO
sim_Periodic-Other_00087,Periodic-Other
sim_YSO_00861,YSO
sim_QSO_00756,QSO
sim_QSO_00389,QSO
sim_AGN_00642,AGN
sim_CEP_00087,CEP
sim_SLSN_00397,SLSN
sim_CEP_00017,CEP
sim_RRL_00303,RRL
sim_QSO_00727,QSO
sim_E_00192,E
sim_DSCT_00628,DSCT
sim_SNII_00185,SNII
sim_Blazar_00380,Blazar
sim_E_00427,E
sim_SNIa_00730,SNIa
sim_QSO_00223,QSO
sim_RRL_00425,RRL
sim_CV_Nova_00016,CV_Nova
sim_SLSN_00899,SLSN
sim_E_00401,E
sim_RRL_00713,RRL
sim_QSO_00804,QSO
sim_LPV_00804,LPV
sim_CV_Nova_00399,CV_Nova
sim_SNIa_00873,SNIa
sim_CV_Nova_00204,CV_Nova
sim_SNIbc_00429,SNIbc
sim_AGN_00892,AGN
sim_SLSN_00480,SLSN
sim_Blazar_00704,Blazar
sim_QSO_00322,QSO
sim_SNII_00702,SNII
sim_E_00462,E
sim_QSO_00842,QSO
sim_SLSN_00091,SLSN
sim_SNIbc_00285,SNIbc
sim_Blazar_00937,Blazar
sim_YSO_00933,YSO
sim_SNIa_00062,SNIa
sim_SNII_00020,SNII
sim_QSO_00545,QSO
sim_AGN_00534,AGN
sim_SNIa_00837,SNIa
sim_QSO_00227,QSO
sim_Blazar_00900,Blazar
sim_SNIa_00525,SNIa
sim_Periodic-Other_00724,Periodic-Other
sim_CV_Nova_00152,CV_Nova
sim_SLSN_00084,SLSN
sim_YSO_00679,YSO
sim_SNII_00659,SNII
sim_DSCT_00182,DSCT
sim_SNII_00849,SNII
sim_LPV_00481,LPV
sim_SNIa_00157,SNIa
sim_Blazar_00087,Blazar
sim_CV_Nova_00782,CV_Nova
sim_AGN_00920,AGN
sim_Blazar_00208,Blazar
sim_YSO_00907,YSO
sim_QSO_00696,QSO
sim_SNIa_00620,SNIa
sim_RRL_00147,RRL
sim_SLSN_00211,SLSN
sim_DSCT_00475,DSCT
sim_RRL_00192,RRL
sim_Blazar_00990,Blazar
sim_RRL_00665,RRL
sim_QSO_00172,QSO
sim_SNII_00437,SNII
sim_Blazar_00246,Blazar
sim_CV_Nova_00769,CV_Nova
sim_DSCT_00951,DSCT
sim_QSO_00919,QSO
sim_LPV_00235,LPV
sim_SLSN_00339,SLSN
sim_CEP_00151,CEP
sim_Periodic-Other_00139,Periodic-Other
sim_CEP_00098,CEP
sim_SNIbc_00132,SNIbc
sim_SNII_00435,SNII
sim_Blazar_00485,Blazar
sim_AGN_00431,AGN
sim_Periodic-Other_00228,Periodic-Other
sim_RRL_00332,RRL
sim_SNIa_00030,SNIa
sim_Periodic-Other_00225,Periodic-Other
sim_E_00986,E
sim_Periodic-Other_00049,Periodic-Other
sim_QSO_00771,QSO
sim_LPV_00112,LPV
sim_Blazar_00864,Blazar
sim_RRL_00429,RRL
sim_RRL_00934,RRL
sim_DSCT_00233,DSCT
sim_CV_Nova_00466,CV_Nova
sim_Periodic-Other_00787,Periodic-Other
sim_SLSN_00322,SLSN
sim_CEP_00652,CEP
sim_DSCT_00307,DSCT
sim_DSCT_00813,DSCT
sim_CEP_00808,CEP
sim_SNIbc_00357,SNIbc
sim_RRL_00100,RRL
sim_E_00369,E
sim_SNIa_00224,SNIa
sim_E_00993,E
sim_Periodic-Other_00217,Periodic-Other
sim_QSO_00380,QSO
sim_LPV_00694,LPV
sim_RRL_00078,RRL
sim_SNII_00720,SNII
sim_E_00321,E
sim_DSCT_00506,DSCT
sim_RRL_00375,RRL
sim_SNIbc_00441,SNIbc
sim_AGN_00327,AGN
sim_Periodic-Other_00060,Periodic-Other
sim_YSO_00279,YSO
sim_Blazar_00537,Blazar
sim_AGN_00708,AGN
sim_QSO_00609,QSO
sim_AGN_00984,AGN
sim_DSCT_00717,DSCT
sim_Blazar_00955,Blazar
sim_DSCT_00603,DSCT
sim_RRL_00584,RRL
sim_CV_Nova_00476,CV_Nova
sim_Periodic-Other_00981,Periodic-Other
sim_QSO_00008,QSO
sim_CEP_00773,CEP
sim_E_00484,E
sim_CEP_00923,CEP
sim_Blazar_00261,Blazar
sim_QSO_00215,QSO
sim_Blazar_00870,Blazar
sim_E_00688,E
sim_AGN_00483,AGN
sim_LPV_00794,LPV
sim_DSCT_00098,DSCT
sim_CEP_00844,CEP
sim_CEP_00937,CEP
sim_SNIa_00765,SNIa
sim_DSCT_00925,DSCT
sim_CEP_00262,CEP
sim_RRL_00060,RRL
sim_YSO_00441,YSO
sim_Periodic-Other_00031,Periodic-Other
sim_SLSN_00701,SLSN
sim_SNIa_00867,SNIa
sim_SNII_00920,SNII
sim_SLSN_00930,SLSN
sim_SNIa_00659,SNIa
sim_E_00874,E
sim_LPV_00539,LPV
sim_Periodic-Other_00891,Periodic-Other
sim_QSO_00101,QSO
sim_CEP_00971,CEP
sim_YSO_00516,YSO
sim_RRL_00559,RRL
sim_AGN_00011,AGN
sim_DSCT_00175,DSCT
sim_CEP_00204,CEP
sim_SNII_00943,SNII
sim_RRL_00836,RRL
sim_LPV_00197,LPV
sim_RRL_00462,RRL
sim_RRL_00733,RRL
sim_DSCT_00201,DSCT
sim_Blazar_00995,Blazar
sim_YSO_00099,YSO
sim_Periodic-Other_00412,Periodic-Other
sim_SNIa_00552,SNIa
sim_AGN_00120,AGN
sim_AGN_00181,AGN
sim_LPV_00810,LPV
sim_DSCT_00780,DSCT
sim_E_00636,E
sim_CEP_00630,CEP
sim_SNII_00413,SNII
sim_Periodic-Other_00800,Periodic-Other
sim_SNIbc_00280,SNIbc
sim_YSO_00311,YSO
sim_RRL_00594,RRL
sim_SNIbc_00966,SNIbc
sim_YSO_00919,YSO
sim_CEP_00647,CEP
sim_E_00220,E
sim_SNIbc_00531,SNIbc
sim_AGN_00880,AGN
sim_SNII_00326,SNII
sim_DSCT_00769,DSCT
sim_CEP_00955,CEP
sim_RRL_00463,RRL
sim_CV_Nova_00798,CV_Nova
sim_SNIa_00194,SNIa
sim_QSO_00308,QSO
sim_E_00685,E
sim_Periodic-Other_00289,Periodic-Other
sim_YSO_00667,YSO
sim_LPV_00937,LPV
sim_SNIa_00865,SNIa
sim_YSO_00068,YSO
sim_SNIa_00103,SNIa
sim_RRL_00518,RRL
sim_E_00150,E
sim_YSO_00660,YSO
sim_LPV_00495,LPV
sim_RRL_00846,RRL
sim_QSO_00797,QSO
sim_SNII_00074,SNII
sim_LPV_00824,LPV
sim_CEP_00640,CEP
sim_E_00358,E
sim_RRL_00507,RRL
sim_E_00759,E
sim_SNIa_00014,SNIa
sim_SLSN_00850,SLSN
sim_QSO_00074,QSO
sim_Periodic-Other_00123,Periodic-Other
sim_Blazar_00541,Blazar
sim_RRL_00701,RRL
sim_CV_Nova_00160,CV_Nova
sim_SNIa_00914,SNIa
sim_SNIa_00421,SNIa
sim_SNII_00088,SNII
sim_SNIbc_00040,SNIbc
sim_Blazar_00218,Blazar
sim_CV_Nova_00809,CV_Nova
sim_YSO_00439,YSO
sim_QSO_00821,QSO
sim_E_00138,E
sim_CEP_00441,CEP
sim_CV_Nova_00768,CV_Nova
sim_QSO_00104,QSO
sim_RRL_00806,RRL
sim_Blazar_00198,Blazar
sim_AGN_00340,AGN
sim_CV_Nova_00103,CV_Nova
sim_DSCT_00334,DSCT
sim_Periodic-Other_00803,Periodic-Other
sim_QSO_00748,QSO
sim_CV_Nova_00851,CV_Nova
sim_SNII_00921,SNII
sim_SNIa_00404,SNIa
sim_RRL_00387,RRL
sim_AGN_00793,AGN
sim_YSO_00451,YSO
sim_AGN_00310,AGN
sim_SNIbc_00146,SNIbc
sim_Periodic-Other_00853,Periodic-Other
sim_YSO_00221,YSO
sim_SNIa_00158,SNIa
sim_CEP_00120,CEP
sim_LPV_00305,LPV
sim_QSO_00492,QSO
sim_SNIa_00717,SNIa
sim_SLSN_00998,SLSN
sim_YSO_00369,YSO
sim_YSO_00064,YSO
sim_RRL_00815,RRL
sim_SNIbc_00738,SNIbc
sim_DSCT_00399,DSCT
sim_E_00762,E
sim_YSO_00127,YSO
sim_SNIbc_00327,SNIbc
sim_Blazar_00154,Blazar
sim_YSO_00322,YSO
sim_DSCT_00151,DSCT
sim_SLSN_00059,SLSN
sim_Blazar_00782,Blazar
sim_SNIbc_00389,SNIbc
sim_AGN_00224,AGN
sim_E_00231,E
sim_QSO_00252,QSO
sim_SNIbc_00592,SNIbc
sim_DSCT_00630,DSCT
sim_CEP_00950,CEP
sim_DSCT_00873,DSCT
sim_QSO_00347,QSO
sim_LPV_00020,LPV
sim_Blazar_00093,Blazar
sim_CV_Nova_00155,CV_Nova
sim_AGN_00130,AGN
sim_LPV_00212,LPV
sim_LPV_00030,LPV
sim_SNII_00652,SNII
sim_LPV_00138,LPV
sim_AGN_00071,AGN
sim_CV_Nova_00139,CV_Nova
sim_SNIbc_00752,SNIbc
sim_AGN_00201,AGN
sim_QSO_00758,QSO
sim_Blazar_00595,Blazar
sim_AGN_00452,AGN
sim_LPV_00480,LPV
sim_SNIa_00045,SNIa
sim_SNII_00945,SNII
sim_SNIa_00647,SNIa
sim_Blazar_00739,Blazar
sim_RRL_00767,RRL
sim_SNIbc_00352,SNIbc
sim_LPV_00906,LPV
sim_DSCT_00740,DSCT
sim_RRL_00619,RRL
sim_Blazar_00300,Blazar
sim_CEP_00348,CEP
sim_YSO_00642,YSO
sim_YSO_00192,YSO
sim_DSCT_00106,DSCT
sim_AGN_00932,AGN
sim_AGN_00398,AGN
sim_CEP_00027,CEP
sim_SLSN_00210,SLSN
sim_SNIbc_00622,SNIbc
sim_SLSN_00196,SLSN
sim_Blazar_00149,Blazar
sim_E_00253,E
sim_LPV_00920,LPV
sim_E_00538,E
sim_E_00144,E
sim_YSO_00373,YSO
sim_Periodic-Other_00238,Periodic-Other
sim_QSO_00890,QSO
sim_E_00644,E
sim_SNIa_00265,SNIa
sim_CV_Nova_00418,CV_Nova
sim_DSCT_00854,DSCT
sim_SNII_00249,SNII
sim_QSO_00739,QSO
sim_CV_Nova_00102,CV_Nova
sim_SLSN_00409,SLSN
sim_Periodic-Other_00996,Periodic-Other
sim_YSO_00734,YSO
sim_Blazar_00765,Blazar
sim_QSO_00237,QSO
sim_CEP_00539,CEP
sim_SLSN_00354,SLSN
sim_SNIbc_00135,SNIbc
sim_E_00795,E
sim_SLSN_00616,SLSN
sim_AGN_00815,AGN
sim_AGN_00734,AGN
sim_SNII_00563,SNII
sim_DSCT_00318,DSCT
sim_RRL_00448,RRL
sim_E_00952,E
sim_E_00614,E
sim_RRL_00735,RRL
sim_YSO_00111,YSO
sim_QSO_00486,QSO
sim_AGN_00592,AGN
sim_YSO_00832,YSO
sim_Blazar_00588,Blazar
sim_CEP_00523,CEP
sim_LPV_00064,LPV
sim_SLSN_00520,SLSN
sim_CEP_00268,CEP
sim_SNIa_00016,SNIa
sim_SNIa_00718,SNIa
sim_LPV_00836,LPV
sim_AGN_00300,AGN
sim_CV_Nova_00422,CV_Nova
sim_CEP_00922,CEP
sim_LPV_00869,LPV
sim_E_00006,E
sim_RRL_00077,RRL
sim_CV_Nova_00238,CV_Nova
sim_SNIbc_00782,SNIbc
sim_RRL_00024,RRL
sim_Periodic-Other_00138,Periodic-Other
sim_E_00343,E
sim_QSO_00069,QSO
sim_LPV_00211,LPV
sim_SLSN_00450,SLSN
sim_SNIbc_00640,SNIbc
sim_AGN_00416,AGN
sim_SNII_00227,SNII
sim_DSCT_00160,DSCT
sim_SNIa_00348,SNIa
sim_E_00779,E
sim_CV_Nova_00154,CV_Nova
sim_E_00585,E
sim_Blazar_00628,Blazar
sim_CV_Nova_00957,CV_Nova
sim_Periodic-Other_00160,Periodic-Other
sim_LPV_00719,LPV
sim_QSO_00377,QSO
sim_RRL_00139,RRL
sim_DSCT_00380,DSCT
sim_E_00327,E
sim_CEP_00584,CEP
sim_SNIbc_00603,SNIbc
sim_DSCT_00933,DSCT
sim_YSO_00720,YSO
sim_QSO_00881,QSO
sim_CEP_00696,CEP
sim_SNII_00586,SNII
sim_E_00506,E
sim_Periodic-Other_00338,Periodic-Other
sim_E_00513,E
sim_Blazar_00446,Blazar
sim_E_00858,E
sim_Blazar_00240,Blazar
sim_SLSN_00209,SLSN
sim_SNIbc_00130,SNIbc
sim_SLSN_00276,SLSN
sim_Blazar_00683,Blazar
sim_QSO_00134,QSO
sim_SNIbc_00026,SNIbc
sim_SNIa_00561,SNIa
sim_CEP_00919,CEP
sim_DSCT_00302,DSCT
sim_CV_Nova_00772,CV_Nova
sim_AGN_00796,AGN
sim_SNII_00770,SNII
sim_DSCT_00239,DSCT
sim_CEP_00939,CEP
sim_E_00607,E
sim_SLSN_00980,SLSN
sim_SNIa_00980,SNIa
sim_SNIa_00092,SNIa
sim_SLSN_00766,SLSN
sim_SNIa_00091,SNIa
sim_DSCT_00493,DSCT
sim_CEP_00446,CEP
sim_CEP_00519,CEP
sim_CEP_00884,CEP
sim_YSO_00927,YSO
sim_SNIbc_00854,SNIbc
sim_QSO_00171,QSO
sim_YSO_00646,YSO
sim_SNIa_00269,SNIa
sim_Blazar_00685,Blazar
sim_QSO_00504,QSO
sim_DSCT_00614,DSCT
sim_CV_Nova_00515,CV_Nova
sim_CEP_00118,CEP
sim_CEP_00434,CEP
sim_AGN_00242,AGN
sim_AGN_00284,AGN
sim_Blazar_00034,Blazar
sim_SNIbc_00702,SNIbc
sim_Blazar_00165,Blazar
sim_SNIa_00102,SNIa
sim_RRL_00533,RRL
sim_Periodic-Other_00839,Periodic-Other
sim_CV_Nova_00104,CV_Nova
sim_CEP_00097,CEP
sim_QSO_00250,QSO
sim_LPV_00060,LPV
sim_YSO_00004,YSO
sim_Periodic-Other_00025,Periodic-Other
sim_CEP_00320,CEP
sim_LPV_00960,LPV
sim_SLSN_00002,SLSN
sim_CEP_00197,CEP
sim_YSO_00087,YSO
sim_CEP_00930,CEP
sim_Periodic-Other_00316,Periodic-Other
sim_QSO_00402,QSO
sim_CEP_00293,CEP
sim_QSO_00510,QSO
sim_E_00774,E
sim_LPV_00227,LPV
sim_DSCT_00415,DSCT
sim_SLSN_00640,SLSN
sim_SNIa_00658,SNIa
sim_YSO_00750,YSO
sim_SNIbc_00366,SNIbc
sim_Blazar_00852,Blazar
sim_SNIbc_00535,SNIbc
sim_SNIa_00023,SNIa
sim_LPV_00122,LPV
sim_CEP_00008,CEP
sim_LPV_00999,LPV
sim_LPV_00302,LPV
sim_YSO_00070,YSO
sim_CV_Nova_00357,CV_Nova
sim_RRL_00911,RRL
sim_AGN_00334,AGN
sim_SNIa_00678,SNIa
sim_SNIa_00843,SNIa
sim_SNIbc_00100,SNIbc
sim_LPV_00652,LPV
sim_LPV_00684,LPV
sim_LPV_00626,LPV
sim_RRL_00365,RRL
sim_CV_Nova_00456,CV_Nova
sim_YSO_00007,YSO
sim_Blazar_00991,Blazar
sim_QSO_00420,QSO
sim_QSO_00168,QSO
sim_AGN_00543,AGN
sim_SNIa_00625,SNIa
sim_SLSN_00169,SLSN
sim_CEP_00455,CEP
sim_DSCT_00117,DSCT
sim_SNIbc_00556,SNIbc
sim_Blazar_00579,Blazar
sim_Periodic-Other_00684,Periodic-Other
sim_DSCT_00879,DSCT
sim_SNIa_00163,SNIa
sim_CV_Nova_00716,CV_Nova
sim_DSCT_00418,DSCT
sim_AGN_00146,AGN
sim_RRL_00053,RRL
sim_SNIa_00619,SNIa
sim_E_00703,E
sim_SNIbc_00518,SNIbc
sim_SNIa_00881,SNIa
sim_E_00849,E
sim_SLSN_00192,SLSN
sim_Blazar_00577,Blazar
sim_SNIa_00642,SNIa
sim_CEP_00063,CEP
sim_E_00532,E
sim_CV_Nova_00907,CV_Nova
sim_AGN_00759,AGN
sim_SNII_00757,SNII
sim_SNII_00912,SNII
sim_RRL_00090,RRL
sim_RRL_00109,RRL
sim_Periodic-Other_00353,Periodic-Other
sim_DSCT_00472,DSCT
sim_YSO_00113,YSO
sim_CV_Nova_00291,CV_Nova
sim_DSCT_00830,DSCT
sim_E_00541,E
sim_SLSN_00982,SLSN
sim_CEP_00444,CEP
sim_Blazar_00345,Blazar
sim_E_00386,E
sim_YSO_00124,YSO
sim_SNIa_00166,SNIa
sim_DSCT_00571,DSCT
sim_LPV_00741,LPV
sim_YSO_00686,YSO
sim_YSO_00898,YSO
sim_CEP_00127,CEP
sim_AGN_00935,AGN
sim_Periodic-Other_00280,Periodic-Other
sim_CV_Nova_00948,CV_Nova
sim_QSO_00290,QSO
sim_SNIa_00841,SNIa
sim_QSO_00356,QSO
sim_E_00921,E
sim_SLSN_00482,SLSN
sim_YSO_00756,YSO
sim_YSO_00619,YSO
sim_YSO_00443,YSO
sim_Periodic-Other_00213,Periodic-Other
sim_CV_Nova_00304,CV_Nova
sim_AGN_00603,AGN
sim_Blazar_00657,Blazar
sim_QSO_00538,QSO
sim_Periodic-Other_00575,Periodic-Other
sim_YSO_00951,YSO
sim_YSO_00117,YSO
sim_SNIa_00829,SNIa
sim_Blazar_00940,Blazar
sim_SNII_00066,SNII
sim_CEP_00910,CEP
sim_AGN_00851,AGN
sim_Blazar_00619,Blazar
sim_Periodic-Other_00810,Periodic-Other
sim_LPV_00955,LPV
sim_RRL_00098,RRL
sim_CEP_00316,CEP
sim_QSO_00295,QSO
sim_Blazar_00479,Blazar
sim_DSCT_00213,DSCT
sim_Blazar_00970,Blazar
sim_Periodic-Other_00963,Periodic-Other
sim_LPV_00798,LPV
sim_Blazar_00417,Blazar
sim_RRL_00351,RRL
sim_Periodic-Other_00440,Periodic-Other
sim_YSO_00077,YSO
sim_YSO_00963,YSO
sim_AGN_00438,AGN
sim_RRL_00949,RRL
sim_RRL_00390,RRL
sim_CV_Nova_00468,CV_Nova
sim_SNIbc_00710,SNIbc
sim_RRL_00770,RRL
sim_CEP_00156,CEP
sim_Periodic-Other_00804,Periodic-Other
sim_QSO_00424,QSO
sim_Periodic-Other_00885,Periodic-Other
sim_SLSN_00889,SLSN
sim_CEP_00544,CEP
sim_QSO_00913,QSO
sim_LPV_00125,LPV
sim_SNII_00290,SNII
sim_SNIbc_00683,SNIbc
sim_LPV_00330,LPV
sim_AGN_00836,AGN
sim_SNIbc_00488,SNIbc
sim_SNIa_00483,SNIa
sim_DSCT_00420,DSCT
sim_CV_Nova_00883,CV_Nova
sim_QSO_00048,QSO
sim_DSCT_00335,DSCT
sim_YSO_00473,YSO
sim_CEP_00577,CEP
sim_E_00987,E
sim_E_00404,E
sim_CEP_00571,CEP
sim_SNIa_00097,SNIa
sim_LPV_00419,LPV
sim_Blazar_00433,Blazar
sim_E_00210,E
sim_SNII_00711,SNII
sim_SNIbc_00928,SNIbc
sim_SLSN_00040,SLSN
sim_CV_Nova_00919,CV_Nova
sim_YSO_00957,YSO
sim_YSO_00562,YSO
sim_QSO_00333,QSO
sim_Blazar_00778,Blazar
sim_SNII_00618,SNII
sim_Blazar_00200,Blazar
sim_LPV_00838,LPV
sim_SNIbc_00480,SNIbc
sim_QSO_00814,QSO
sim_YSO_00604,YSO
sim_Blazar_00051,Blazar
sim_SNII_00800,SNII
sim_E_00859,E
sim_QSO_00940,QSO
sim_SNIa_00880,SNIa
sim_RRL_00648,RRL
sim_Periodic-Other_00239,Periodic-Other
sim_LPV_00095,LPV
sim_E_00664,E
sim_RRL_00191,RRL
sim_E_00511,E
sim_RRL_00845,RRL
sim_AGN_00996,AGN
sim_AGN_00566,AGN
sim_E_00831,E
sim_CEP_00649,CEP
sim_SNIa_00192,SNIa
sim_QSO_00390,QSO
sim_SNII_00313,SNII
sim_SNIa_00174,SNIa
sim_YSO_00972,YSO
sim_RRL_00423,RRL
sim_SLSN_00242,SLSN
sim_DSCT_00457,DSCT
sim_YSO_00418,YSO
sim_CV_Nova_00222,CV_Nova
sim_SNII_00677,SNII
sim_SNIa_00034,SNIa
sim_DSCT_00917,DSCT
sim_SLSN_00523,SLSN
sim_Periodic-Other_00993,Periodic-Other
sim_SNIbc_00302,SNIbc
sim_CEP_00254,CEP
sim_QSO_00509,QSO
sim_SLSN_00295,SLSN
sim_QSO_00716,QSO
sim_E_00995,E
sim_SLSN_00393,SLSN
sim_E_00021,E
sim_YSO_00349,YSO
sim_SLSN_00800,SLSN
sim_DSCT_00251,DSCT
sim_DSCT_00906,DSCT
sim_Periodic-Other_00510,Periodic-Other
sim_AGN_00601,AGN
sim_QSO_00328,QSO
sim_SNIbc_00840,SNIbc
sim_CV_Nova_00452,CV_Nova
sim_DSCT_00660,DSCT
sim_AGN_00590,AGN
sim_SNIbc_00382,SNIbc
sim_SNII_00173,SNII
sim_AGN_00019,AGN
sim_DSCT_00973,DSCT
sim_LPV_00574,LPV
sim_CV_Nova_00387,CV_Nova
sim_LPV_00320,LPV
sim_RRL_00469,RRL
sim_YSO_00839,YSO
sim_LPV_00217,LPV
sim_SNII_00531,SNII
sim_CEP_00357,CEP
sim_RRL_00270,RRL
sim_CEP_00373,CEP
sim_DSCT_00490,DSCT
sim_SNIbc_00908,SNIbc
sim_SNII_00669,SNII
sim_Blazar_00468,Blazar
sim_Blazar_00466,Blazar
sim_SNII_00614,SNII
sim_SLSN_00836,SLSN
sim_LPV_00589,LPV
sim_LPV_00190,LPV
sim_CV_Nova_00489,CV_Nova
sim_YSO_00153,YSO
sim_Periodic-Other_00407,Periodic-Other
sim_Periodic-Other_00825,Periodic-Other
sim_SNIa_00247,SNIa
sim_SLSN_00055,SLSN
sim_CEP_00251,CEP
sim_RRL_00466,RRL
sim_AGN_00648,AGN
sim_SLSN_00070,SLSN
sim_QSO_00567,QSO
sim_LPV_00233,LPV
sim_SNIa_00010,SNIa
sim_Blazar_00175,Blazar
sim_QSO_00927,QSO
sim_LPV_00951,LPV
sim_CEP_00702,CEP
sim_YSO_00023,YSO
sim_Periodic-Other_00222,Periodic-Other
sim_CV_Nova_00379,CV_Nova
sim_CEP_00276,CEP
sim_QSO_00601,QSO
sim_CEP_00430,CEP
sim_Blazar_00465,Blazar
sim_CV_Nova_00558,CV_Nova
sim_SNII_00310,SNII
sim_AGN_00882,AGN
sim_LPV_00263,LPV
sim_Periodic-Other_00927,Periodic-Other
sim_DSCT_00606,DSCT
sim_CEP_00541,CEP
sim_YSO_00890,YSO
sim_SNII_00833,SNII
sim_DSCT_00974,DSCT
sim_Periodic-Other_00997,Periodic-Other
sim_CEP_00598,CEP
sim_RRL_00188,RRL
sim_CEP_00865,CEP
sim_SNIa_00876,SNIa
sim_SNII_00332,SNII
sim_QSO_00956,QSO
sim_YSO_00547,YSO
sim_AGN_00264,AGN
sim_RRL_00146,RRL
sim_LPV_00876,LPV
sim_SNII_00750,SNII
sim_AGN_00261,AGN
sim_SLSN_00797,SLSN
sim_DSCT_00249,DSCT
sim_E_00935,E
sim_CEP_00568,CEP
sim_SNII_00825,SNII
sim_YSO_00979,YSO
sim_SNIa_00056,SNIa
sim_QSO_00220,QSO
sim_AGN_00488,AGN
sim_Periodic-Other_00101,Periodic-Other
sim_SNIa_00153,SNIa
sim_SNIa_00956,SNIa
sim_Blazar_00627,Blazar
sim_QSO_00875,QSO
sim_YSO_00166,YSO
sim_Periodic-Other_00187,Periodic-Other
sim_Blazar_00559,Blazar
sim_SNIbc_00576,SNIbc
sim_CV_Nova_00567,CV_Nova
sim_SNII_00120,SNII
sim_SNII_00898,SNII
sim_CV_Nova_00944,CV_Nova
sim_SLSN_00280,SLSN
sim_SNIa_00012,SNIa
sim_Periodic-Other_00372,Periodic-Other
sim_Periodic-Other_00896,Periodic-Other
sim_YSO_00316,YSO
sim_E_00215,E
sim_SNIbc_00870,SNIbc
sim_CV_Nova_00892,CV_Nova
sim_CEP_00673,CEP
sim_QSO_00686,QSO
sim_RRL_00529,RRL
sim_RRL_00234,RRL
sim_Periodic-Other_00182,Periodic-Other
sim_E_00520,E
sim_SNIbc_00390,SNIbc
sim_Periodic-Other_00408,Periodic-Other
sim_SNIa_00332,SNIa
sim_SNIbc_00639,SNIbc
sim_E_00953,E
sim_CEP_00656,CEP
sim_SNII_00259,SNII
sim_SLSN_00236,SLSN
sim_Blazar_00966,Blazar
sim_SLSN_00434,SLSN
